Question,Answer
전자공학 장르에서 인기 있는 도서는 무엇인가요?,"전자공학 장르에서 인기 있는 도서는 (한권으로) 아두이노 메이킹 날로먹기, (상상을 현실로 만드는) 아두이노:Arduino 입니다."
이집트 장르에서 인기 있는 도서는 무엇인가요?,"이집트 장르에서 인기 있는 도서는 어린이로 사는 건 너무 힘들어!:고대 이집트 이야기, 고대 이집트 시간 여행책  입니다."
기타 장르에서 인기 있는 도서는 무엇인가요?,기타 장르에서 인기 있는 도서는 해뜨기 전이 가장 어둡다:폐허의 철학자 에밀 시오랑의 절망의 팡세 입니다.
교육학 장르에서 인기 있는 도서는 무엇인가요?,"교육학 장르에서 인기 있는 도서는 퇴근길 인문학 수업, 공부 못하는 아이:EBS 다큐프라임, 도대체 학교는 누가 만든 거야?, 초등 자율의 힘:아이들이 스스로 움직이는 교실의 비밀, 행복을 배우는 덴마크 학교 이야기:덴마크 학교에서 가르치는 다섯 가지 삶의 가치, 누구에게나 재능은 있어요!, 미래학교:EBS 다큐프라임, 아마도 난 위로가 필요했나보다:오늘도 교사로, 엄마로, 아내로, 딸로 살아가며 애쓰고 있는 당신의 이야기, 공부하느라 수고했어, 오늘도 , 최고의 교실:아이의 미래, 어떻게 준비할 것인가? 입니다."
"40대, 남에서 인기 있는 도서는 무엇인가요?","40대, 남에서 인기 있는 도서는 걱정 많아 걱정인 걱정 대장 호리, 안녕 자두야 인성동화, 엉덩이 심판, 비밀요원 레너드, 내가 나를 골랐어!, 세상에서 제일 잘난 나, (New) 농구교본 개인전술=New basketball, (득점력을 높이는) 농구 공격 전술 입니다."
"전집, 총서 장르에서 인기 있는 도서는 무엇인가요?","전집, 총서 장르에서 인기 있는 도서는 용선생의 시끌벅적 과학교실, (카카오프렌즈) 과학일기, 과학은 쉽다!, 멍청 씨 부부 이야기, 장군이네 떡집, 엘머의 모험, 레기, 내 동생, 변신돼지, (과학이 톡톡 쌓이다!) 사이다, 용선생의 시끌벅적 과학교실  입니다."
교리철학 장르에서 인기 있는 도서는 무엇인가요?,"교리철학 장르에서 인기 있는 도서는 인문학을 좋아하는 사람들을 위한 불교수업, 화, 이해하면 사라진다  입니다."
"50대, 남에서 인기 있는 도서는 무엇인가요?","50대, 남에서 인기 있는 도서는 김씨의 나라:백금남 장편소설, 바람과 구름과 비:이병주 대하소설, 세계에서 가장 자극적인 나라, 글자전쟁:김진명 장편소설, 철부지 시니어 729일간 내 맘대로 지구 한 바퀴:은퇴, 여행하기 딱 좋은 기회!, 대변동:위기, 선택, 변화, 무엇을 선택하고 어떻게 변화할 것인가, 지금 다시 계몽 :이성, 과학, 휴머니즘, 그리고 진보를 말하다 , 한 장 보고서 끝장내기 :한눈에 엄지척! 핵심을 꿰뚫는 일잘러의 보고서  입니다."
"독일, 오스트리아철학 장르에서 인기 있는 도서는 무엇인가요?","독일, 오스트리아철학 장르에서 인기 있는 도서는 (超譯) 니체의 말, 사는 게 힘드냐고 니체가 물었다, 상처로 숨 쉬는 법:철학자 김진영의 아도르노 강의 , 예루살렘의 아이히만, 니체:알프스에서 만난 차라투스트라, 인간의 조건, 도덕의 계보학, 발터 벤야민과 도시산책자의 사유, 인간적인 너무나 인간적인, 왜 칸트인가:인류 정신사를 완전히 뒤바꾼 코페르니쿠스적 전회 입니다."
"농업, 농학 장르에서 인기 있는 도서는 무엇인가요?","농업, 농학 장르에서 인기 있는 도서는 건강한 농장의 사계절:농장 숨은 그림 찾기, 안녕, 동백숲 작은 집, 귀촌하는 법 :도시에 없는 여유와 나다움을 찾아서 , 남원에서 살아보기:여행처럼 시작하는 지역살이 가이드북:'신중년' 16인의 귀농·귀촌 탐색, 나 오늘부터 논에서 놀 거야, (하루 한 시간이면 충분한)최소한의 밥벌이, 농경의 배신:길들이기, 정착생활, 국가의 기원에 관한 대항서사, 농부가 된 도시 사람들 , 아파트 옆 작은 논 , 위기의 밥상, 농업  입니다."
"극음악, 오페라 장르에서 인기 있는 도서는 무엇인가요?","극음악, 오페라 장르에서 인기 있는 도서는 뮤지컬 탐독, (어린이가 꼭 알아야 할) 오페라 이야기, 이토록 찬란한 어둠 :뮤지컬 음악감독 김문정 첫 번째 에세이 , 방구석 뮤지컬 :전율의 기억, 명작 뮤지컬 속 명언 , 뮤지컬 탐독:내 책상 위의 위대한 판타지, (공연예술의 꽃)뮤지컬 A to Z , (박종호에게)오페라를 묻다, 디오니소스 제전에서 뮤지컬까지 :서양 음악극의 역사 , 뮤지컬:기획·제작·공연의 모든 것, 뮤지컬배우 20인에게 묻다  입니다."
"풍속, 민속학 장르에서 인기 있는 도서는 무엇인가요?","풍속, 민속학 장르에서 인기 있는 도서는 으악! 화장실 귀신이다:집 지킴이 이야기, (하나 둘 셋 찰칵!) 김치, 치즈, 카프카:선현경 그림책, 갯벌이 좋아요, 날아라 태권 소녀, 안녕! 우리나라는 처음이지?, 맷돌, 어이가 없네!:생활 도구 이야기, 모두의 태극기, 짜장면 왔습니다![스트리밍] , 큰일났다! 우리 아가 어디 있지?:한옥 이야기, 쉿! 항아리의 비밀:항아리 이야기 입니다."
"영유아(0~5세), 남에서 인기 있는 도서는 무엇인가요?","영유아(0~5세), 남에서 인기 있는 도서는 참을성 없는 애벌레, 양파야, 뚝!, 같이 놀자, 굴삭기 벤!:공사장에서 벌어진 알콩달콩 이야기, 아드님, 진지드세요, 그거참, 신기한 일도 다 있네, 안녕? 빗방울아, 나무늘보 릴렉스, 사랑하는 마음 안아주기, 바닷속 대탐험 Find Me!:생태 숨은그림찾기:나를 찾아봐 입니다."
고생물학(화석학) 장르에서 인기 있는 도서는 무엇인가요?,"고생물학(화석학) 장르에서 인기 있는 도서는 어린이 New 공룡 대백과:역사상 최고로 완벽한 공룡사전, 공룡 속으로, (엄청나게 큰) 공룡 백과, 좀 더 진화한 공룡 도감, 너무 진화한 공룡 도감:왜 이렇게 진화한거지?!, (점박이 한반도의 공룡) 공룡대백과, 티라노사우루스와 공룡친구들, 공룡 엑스레이[스트리밍], 공룡아, 놀자! 공룡탐험대:티라노사우루스 편, 공룡을 배우자! 공룡탐험대 입니다."
"소묘, 도화 장르에서 인기 있는 도서는 무엇인가요?","소묘, 도화 장르에서 인기 있는 도서는 소보루 카페의 달콤한 색연필 수업:포근포근 색연필로 그리는 따뜻하고 맛있는 행복, 5분 얼굴 스케치, 연필 스케치 마스터 컬렉션, (김충원 미술교실) 공룡 그리기:엄마와 함께하는 창의력 미술 놀이, (김충원 미술교실) 자연 그리기:엄마와 함께하는 창의력 미술 놀이, 3~7세 아이가 잘 따라 그리는 귀여운 그림 그리기 :오늘은 뭘 그릴까? , (김충원 미술교실) 곤충 그리기:엄마와 함께하는 창의력 미술 놀이, (대가들의 위대한 드로잉 100점에서 배우는) 드로잉 마스터 클래스, 나뭇잎 일기:한 잎의 생각, 드로잉이 피어나다, 카페에서 그림 그리기:연필과 종이만 있으면 누구나 따라 할 수 있는 참 쉬운 드로잉 입니다."
건축재료 장르에서 인기 있는 도서는 무엇인가요?,"건축재료 장르에서 인기 있는 도서는 대한민국 쓰레기 시멘트의 비밀, 인테리어 숍 가이드 123:셀프 인테리어 능력자의 필수 지침서 입니다."
"辭典, 事典 장르에서 인기 있는 도서는 무엇인가요?","辭典, 事典 장르에서 인기 있는 도서는 (퀴즈!)과학상식, (퀴즈!) 과학상식, (이해력이 쑥쑥 교과서) 사회 경제 용어 100, (과학이 즐거운) 과학사전, 퀴즈! 과학상식, (사회가 보이는) 사회사전, (와이즈만) 과학사전:초등에서 중등 개념까지  입니다."
프랑스어 장르에서 인기 있는 도서는 무엇인가요?,"프랑스어 장르에서 인기 있는 도서는 (내게는 특별한)프랑스어를 부탁해 첫걸음 , (가장 쉬운) 프랑스어 첫걸음의 모든것 , 국가대표 프랑스어 완전 첫걸음, 미션 탈출 30, (한눈에 보인다) 프랑스어 첫걸음:회화+문법, 미션 탈출 43 입니다."
현악기 장르에서 인기 있는 도서는 무엇인가요?,"현악기 장르에서 인기 있는 도서는 꽤 그럴듯한 통기타 연주, 혜민쌤의 스트럼 스타일 =Strum style , (일렉트릭 기타) 메인터넌스＆리페어 북, 기타로 배우는 음악이론:확신을 가지고 플레이하자!, 일렉기타 生 입문 :쌩초보도 한 시간만에 칠 수 있다! =Electric guitar , 핑거스타일 기타 生 입문 =Fingerstyle guitar :쌩초보도 한 시간만에 칠 수 있다!! , (No problem no difficult) 기타, 멋지게 한 곡 =Playing guitar :기타 고르기부터 연주까지 친절한 독학 가이드 , 귀카피의 달인이 되기위한 100가지 팁!=100 Tips for Mimi Copy, 기타 스케일 활용 레시피 :보고·연주하고·익힌다! 일렉트릭 기타 스케일 실용 가이드 , 나 혼자 기타 친다:조각나암의 기타독학 입니다."
앵글로색슨문학 장르에서 인기 있는 도서는 무엇인가요?,"앵글로색슨문학 장르에서 인기 있는 도서는 바다 체험학습 가는 날, 궁금해 궁금해 입니다."
한국 장르에서 인기 있는 도서는 무엇인가요?,"한국 장르에서 인기 있는 도서는 (설민석의) 한국사 대모험, 용선생 만화 한국사, 카카오프렌즈 놀이한국사, 안녕? 한국사, (설민석의)한국사 대모험, (큰별★쌤 최태성의) 한국사 수호대, (호기심이 쿵쾅대는) 한국사 아파트, (그림으로 보는) 삼국사기:김부식이 들려주는 우리 역사, (보고 듣고 말하는) 호락호락 한국사, (설민석의) 통일 대모험 입니다."
광학 장르에서 인기 있는 도서는 무엇인가요?,"광학 장르에서 인기 있는 도서는 빛 쫌 아는 10대:우리는 모두 빛의 후예, 빛이 매혹이 될 때 :빛의 물리학은 어떻게 예술과 우리의 세계를 확장시켰나 , 자연을 담은 색, 색이 만든 세상, 색, 마술쇼에 빠져볼까?, 파동의 사이언스 :소리, 빛, 전파, X선, 지진파…의 근본 원리  입니다."
"현화식물, 종자식물 장르에서 인기 있는 도서는 무엇인가요?","현화식물, 종자식물 장르에서 인기 있는 도서는 (꼬리에 꼬리를 무는) 나무 이야기, (나무의사 우종영의) 바림, 나무처럼 생각하기, 수상한 나무들이 보낸 편지, 나무의 세계:80가지 나무에 담긴 식물과 사람 이야기, 나무, 내 마음의 야생화 여행 , 도시의 나무 친구들, 하루 5분의 초록:관찰하는 식물화가의 도시나무 안내서 입니다."
대수학 장르에서 인기 있는 도서는 무엇인가요?,"대수학 장르에서 인기 있는 도서는 세계를 바꾼 17가지 방정식:위대한 방정식에 담긴 영감과 통찰, 피보나치 넘버스  입니다."
"확률론, 통계수학 장르에서 인기 있는 도서는 무엇인가요?","확률론, 통계수학 장르에서 인기 있는 도서는 통계학, 빅데이터를 잡다, 통계랑 내 인생이 무슨 상관이라고, 숫자를 읽는 힘 :팩트로 거짓말하는 18가지 통계의 장난 , 처음 시작하는 만화 통계학:AI시대의 무기가 될 통계학 기초 개념 44, 수학자는 행운을 믿지 않는다:주식에서 로또, 카지노까지 승리를 지배하는 베팅의 과학, (괴짜가 사랑한) 통계학 :세상의 모든 것을 계산해내는 괴짜 공학자의 놀라운 상상 26 , (세상에서 가장 쉬운) 통계학입문, 벌거벗은 통계학:복잡한 세상을 꿰뚫는 수학적 통찰력, 소설처럼 아름다운 수학 이야기 :수포자였던 어느 소설가가 들려주는 소설보다 재미있는 수학의 세계 , 수학의 몽상  입니다."
"유아(6~7세), 미상에서 인기 있는 도서는 무엇인가요?","유아(6~7세), 미상에서 인기 있는 도서는 해리포터와 죽음의 성물, 최고의 기차, 도와줄게, Bear about town, Bear at home, 곰보다 힘센 책, I'm not a pig 입니다."
무예 및 기타경기 장르에서 인기 있는 도서는 무엇인가요?,"무예 및 기타경기 장르에서 인기 있는 도서는 (난생처음) 킥복싱:터프한 인간이 되고 싶습니다, (여성범죄 전담 형사가 들려주는) 미친놈들에게 당하지 않고 살아남는 법:24시간 범죄로부터 나를 지키는 방법, 난생처음 킥복싱, 달인, 자전거를 말하다 :개그장인 김병만이 직접 말하는 '자전거, 그리고 나' , 매일 수련 마음 단단 :검도 인생 20년 차, 죽도를 죽도록 휘두르며 깨달은 것들 , 아이 캔 주짓수:민낯으로 구르고 땀 흘리며 쓴 리얼 주짓수 입문기, 자전거 다이어리 :더 많은 사람들이 자전거와 사랑에 빠지길! =Hello! my bike , 활을 쏘다 :고요함의 동학, 국궁  입니다."
"전기공학, 전자공학 장르에서 인기 있는 도서는 무엇인가요?","전기공학, 전자공학 장르에서 인기 있는 도서는 니콜라 테슬라:꿈을 현실로 만든 전기의 마술사, (생생) 가정생활전기 :가정에 꼭 필요한 전기 매뉴얼북  입니다."
응용심리학 일반  장르에서 인기 있는 도서는 무엇인가요?,"응용심리학 일반  장르에서 인기 있는 도서는 안녕 자두야 인성동화, 당신이 옳다:정혜신의 적정심리학, 안녕 자두야 인성 동화, (오은영의) 화해, (비울수록 사람을 더 채우는) 말 그릇, 나를 돌보지 않는 나에게:정여울의 심리테라피, 무례한 사람에게 웃으며 대처하는 법, 나는 뻔뻔하게 살기로 했다, (어린이를 위한) 관계 공부, 지금 나를 위로하는 중입니다:상처를 치유하고 무너진 나를 회복하는 심리학 수업 입니다."
"만화, 삽화 장르에서 인기 있는 도서는 무엇인가요?","만화, 삽화 장르에서 인기 있는 도서는 쉽고 예쁜 손그림 그리기:펜으로 그리는 생활 속 일러스트 2000, (깜찍한) 일러스트 그리기, 귀신 선생님과 또 다른 세계 , (몰리 뱅의) 그림 수업, (솔직하게 내 마음을 표현하는)뚝딱뚝딱 나만의 감정 이모티콘 만들기, 10대에 웹툰 작가가 되고 싶은 나, 어떻게 할까?:아이디어 발상부터 업로드까지 새내기 웹툰 작가가 알아야 할 모든 것, 귀여운 손그림 일러스트 10000, 한국의 그림책 작가들에게 묻다 :자신만의 창작 세계를 만든 작가 10인의 '돌파하는 힘' , (인기만점!)귀여운 일러스트 그리기:활용도 높은 깜찍 일러스트 1,800가지, 웹툰스쿨:웹툰 창작과 스토리 작법에 관한 모든 것 입니다."
중앙아시아 장르에서 인기 있는 도서는 무엇인가요?,"중앙아시아 장르에서 인기 있는 도서는 유라시아 견문, 단군의 나라, 카자흐스탄, 유라시아 역사 기행:한반도에서 시베리아까지, 5천 년 초원 문명을 걷다 입니다."
역류 장르에서 인기 있는 도서는 무엇인가요?,역류 장르에서 인기 있는 도서는 내 인생의 주역:삶과 만나는 『주역』 이야기 입니다.
햄족문학 장르에서 인기 있는 도서는 무엇인가요?,"햄족문학 장르에서 인기 있는 도서는 용감한 이집트 왕자, 파라오 쿠푸와 마법사 제디 입니다."
"프로그래밍, 프로그램, 데이터 장르에서 인기 있는 도서는 무엇인가요?","프로그래밍, 프로그램, 데이터 장르에서 인기 있는 도서는 코딩맨 엔트리:히어로 액션 코딩 학습 만화, 시크릿 코더, 시크릿 코더:시크한 녀석들의 프로그래밍 수사대!, 팜, 게임만 하고 싶어?, 모모와 코딩 로봇의 이상한 여행, 로봇 강아지 딩코를 코딩하라!, 코딩으로 모래성 만들기, 로봇 수리공 조아 씨의 코딩하기, 자바맨, 코딩 몬스터를 잡아 줘! 입니다."
도서관봉사 및 활동 장르에서 인기 있는 도서는 무엇인가요?,도서관봉사 및 활동 장르에서 인기 있는 도서는 도서관 탐구 생활 입니다.
"신문, 언론, 저널리즘 장르에서 인기 있는 도서는 무엇인가요?","신문, 언론, 저널리즘 장르에서 인기 있는 도서는 장면들=(The) Scenes:손석희의 저널리즘 에세이, 내가 뉴스를 만든다면?, 특종! 수상한 기자들, 뉴스, 믿어도 될까?, 왜 언론이 문제일까?:10대에게 들려주는 언론 이야기, (꼬불꼬불나라의) 언론 이야기, 9시의 거짓말 :워렌 버핏의 눈으로 한국 언론의 몰상식을 말하다 , 기사 작성의 기초:news reporting & writing, 내 자리는 내가 정할게요:여성 앵커의 고군분투 일터 브리핑, 뉴스 사용 설명서 입니다."
"부인과, 산과학, 소아과학 장르에서 인기 있는 도서는 무엇인가요?","부인과, 산과학, 소아과학 장르에서 인기 있는 도서는 생리를 시작한 너에게:소녀들을 위한 솔직하고 유쾌한 생리 안내서, 갱년기 직접 겪어봤어?, 아직도 내 마음은 ‘봄’ 입니다:정윤섭 한의원장이 전하는 행복한 갱년기 건강관리법, 남자의 인생은 갱년기에 뒤바뀐다:세계 최고의 남성의학 전문가가 알려주는 남성갱년기 탈출처방전, 엄마의 놀라운 열 달, 멍든 아동기, 평생건강을 결정한다:성인기를 위협하는 아동기 부정적 경험 치유하기, 중2병이 아니라 우울증입니다:청소년 우울증에서 완벽하게 벗어나는 법, 나는 자폐 아들을 둔 뇌과학자입니다:아들의 자폐를 통해 새로운 세계를 발견한 어느 뇌과학자의 기록, 슬기로운 난임생활 :난소 기능성 저하에서 쌍둥이 임신 자연분만 출산까지 , (이비인후과 의사가 들려주는) 우리아이 귀, 코, 목 입니다."
교파 장르에서 인기 있는 도서는 무엇인가요?,"교파 장르에서 인기 있는 도서는 당신은 이미 충분합니다, 괜찮은 척 말고, 애쓰지도 말고 :마음 읽어주는 신부 홍창진의 유쾌한 인생 수업 , (스베덴보리의) 천상여행기 지옥편 :악마와의 논쟁 , (스베덴보리의) 천상여행기 천국편 :천사와의 대화 , God Is Young:이 시대 청년들에게 전하는 희망 메시지, 벼락을 맞았습니다 :나를 살리신 하느님 , 용감한 성녀 잔 다르크, 우울증 벗어나기 , 칼빈의 기독교 신앙안내 , 파파 프란치스코:전 세계 어린이들의 편지에 교황이 답하다 입니다."
사회교육 장르에서 인기 있는 도서는 무엇인가요?,"사회교육 장르에서 인기 있는 도서는 (EBS) 당신의 문해력 :공부의 기초체력을 키워주는 힘 , 아이를 성장시키는 유대인 부모의 말 , 하루 5분 엄마의 말습관, 엄마도 위로가 필요해, 학력은 가정에서 자란다!:심정섭의 입시현장보고서, 엄마 말투부터 바꾸셔야겠습니다만, 0.1%의 비밀 :부모만이 줄 수 있는 두 가지 선물, 자존감과 창의성 , 아이 마음을 읽는 단어, 강남 엄마 공부 7습관, 감정 조절 못하는 부모가 아이를 아프게 한다 입니다."
"청소년(14~19세), 미상에서 인기 있는 도서는 무엇인가요?","청소년(14~19세), 미상에서 인기 있는 도서는 어쩌다 대통령, 고장난 하루, 북유럽 신화, (네모아저씨의) 페이퍼 블레이드, 도도한 씨의 도도한 책빵, 동물들의 인간 심판:호모 사피엔스, 동물 법정에 서다, 비커 군과 실험실 친구들, 달처럼 동그란 내 얼굴, 내 귀를 잘 덮고 있는 머리카락, 신체 설계자 입니다."
공동주거용 주택 시설관리 장르에서 인기 있는 도서는 무엇인가요?,"공동주거용 주택 시설관리 장르에서 인기 있는 도서는 따로, 또 같이 살고 있습니다:아파트 관리소장의 각양각색 주민 관찰기, 게스트하우스 창업 AtoZ :청춘여행자의 낭만적 밥벌이 , 나는 펜션 창업으로 억대 연봉 사장이 되었다:펜션 사업자가 알아야 할 100가지 질문과 답, 매력적인 일본 호텔 이야기:유니크한 콘셉트의 21개 호텔을 만나다 입니다."
"도덕훈, 교훈 장르에서 인기 있는 도서는 무엇인가요?","도덕훈, 교훈 장르에서 인기 있는 도서는 (아름다운) 가치 사전, (어린이를 위한) 시크릿:꿈을 이루는 일곱가지 비밀, 아홉 살 함께사전, 사춘기 준비 사전, (내가 진짜 좋아하는) 개 있어요?, (김미경의) 인생미(美)답:누구나 한 번쯤 맞닥뜨리는 삶의 작고 소소한 질문들, 사춘기 성장 사전, (법륜 스님의) 행복:행복해지고 싶지만 길을 몰라 헤매는 당신에게, 12가지 인생의 법칙:혼돈의 해독제, 실패 도감:실패의 모든 것 입니다."
"도자공예, 유리공예 장르에서 인기 있는 도서는 무엇인가요?","도자공예, 유리공예 장르에서 인기 있는 도서는 (유아 촉감놀이부터 초등 방과후까지 책임지는) 세상에서 제일 귀여운 클레이 대백과 , 나는 그릇이에요, (종이와 점토로 만드는)미니어처 아트 119, (미니어처로 만드는) 소녀들의 작은 집, (소녀 쉐프의) 미니어처 요리, (미니어처로 만드는)소녀들의 작은 식탁, 스타일리시 원석팔찌 A to Z=Stylish gemstone bracelet:블링블링 원석으로 손목을 디자인하다, (도기 자기 도자기)우리 그릇 이야기, 나만의 도자기 만들기 :정연택의 버금이 도예교실 , 박홍관의 자사호 이야기  입니다."
사회과학 장르에서 인기 있는 도서는 무엇인가요?,"사회과학 장르에서 인기 있는 도서는 사회는 쉽다!, 어린이 사회 형사대 CSI, 사회는 쉽다, (초등학생이 딱 알아야 할) 사회 상식 이야기, (Why?)교과서 중심 사회, (안드로메다에서 찾아온) 사회 개념, (교과서 옆) 개념 잡는 초등사회 사전 , 우주 최강 통합 사회 암기 절대 사절, 사회가 재미있는 그림교과서, 사회독서, 세상을 읽는 힘 입니다."
유물론 장르에서 인기 있는 도서는 무엇인가요?,유물론 장르에서 인기 있는 도서는 유물론 입니다.
"일기, 서간, 기행 장르에서 인기 있는 도서는 무엇인가요?","일기, 서간, 기행 장르에서 인기 있는 도서는 여행의 이유:김영하 산문, 코하루 일기, (정약용이 귀양지에서) 아들에게 보낸 편지, 오래 준비해온 대답:김영하의 시칠리아, 마음이 급해졌어, 아름다운 것을 모두 보고 싶어:마스다 미리 만화 에세이, 안네의 일기, 헨쇼 선생님께, 내 고양이 박먼지:아기 고양이와 어른 사람의 31개월 함께 자란 그림일기, 감옥으로부터의 사색:신영복 옥중서간, 사교육보다 강한 엄마의 정서가 명문대생 만든다:입시생 엄마의 3년 일기 입니다."
가정학 및 가정생활 장르에서 인기 있는 도서는 무엇인가요?,"가정학 및 가정생활 장르에서 인기 있는 도서는 월간 생활 도구:좋은 물건을 위한 사려 깊은 안내서, 아직 즐거운 날이 잔뜩 남았습니다, 케미컬 라이프:알아두면 쓸모 있는 생활 속 화학 이야기, (아이와 함께 하는 방구석 놀거리) 신비한 놀이 사전, 집 놀이:그 여자 그 남자의, 리얼 노르딕 리빙:북유럽 감성의 라이프스타일 디자인, (차근차근 하나씩) 오늘도 비움, 생활 세제, (친환경) 살림의 여왕 :건강한 우리 집 만드는 똑똑한 살림 비법 , 버리니 참 좋다:적게 소유하는 삶을 선택한 오후미 부부의 미니멀리스트 일기 입니다."
법학 장르에서 인기 있는 도서는 무엇인가요?,"법학 장르에서 인기 있는 도서는 멍멍! 재판을 시작합니다!, 법을 아는 어린이가 리더가 된다, 여기는 바로섬 법을 배웁니다, 세빈아, 오늘은 어떤법을 만났니? :변호사 엄마가 딸에게 들려주는 법과 사회 이야기 , 최소한의 선의 , 호통판사 천종호의 변명, (김변의 방과 후) 법률사무소, 법을 아는 어린이가 리더가 된다 , 오늘의 법정을 열겠습니다:시민력을 키우는 허승 판사의 법 이야기, 세상 이야기, 달빛 변호사:김영훈 변론 이야기 입니다."
영미문학 장르에서 인기 있는 도서는 무엇인가요?,"영미문학 장르에서 인기 있는 도서는 바람과 함께, 스칼렛:곽아람의 아메리카 문학 기행, 루이스와 톨킨의 판타지 문학클럽:더 옥스퍼드 잉클링스, 아마겟돈을 회상하며, 젤다, 존 버닝햄:나의 그림책 이야기, 버지니아 울프, 알코올과 작가들 입니다."
응용지질학 일반 및 광상학 장르에서 인기 있는 도서는 무엇인가요?,"응용지질학 일반 및 광상학 장르에서 인기 있는 도서는 물은 예쁘다, 오늘 날씨는 물, 물의 과학:물의 궁긍적 실체를 밝히는 과학 여행, 물방울의 모험 , 물의 보이지 않는 곳을 들여다보았더니 :관찰하는 자연과학 , 물 한 방울, 안녕, 물!, 물은 무엇이든 될 수 있어요 입니다."
철학사 장르에서 인기 있는 도서는 무엇인가요?,"철학사 장르에서 인기 있는 도서는 철학도해사전:그림으로 읽고 텍스트로 정리하는 철학의 정석, 철학의 책 입니다."
주택관리 및 가정설비 장르에서 인기 있는 도서는 무엇인가요?,"주택관리 및 가정설비 장르에서 인기 있는 도서는 (돈과 시간이 쌓이는) 1일 1분 정리법, 미니멀라이프 집안일 쉽게 하는 법:인기 미니멀리스트 29인의 집안일 아이디어:for simple life, 미니멀라이프 물건 관리와 정리법, 일주일 안에 80퍼센트 버리는 기술:실천하는 미니멀리스트의 첫걸음, 나에게 맞는 미니멀 라이프, 최고의 인테리어는 정리입니다:2000개의 집을 바꾼 정희숙의 정리 노하우북, 미니멀라이프 청소와 정리법, (도미니크 로로의) 모두 제자리, 바른 습관책:처음 정리 생활, 하나를 비우니 모든 게 달라졌다  입니다."
수학 장르에서 인기 있는 도서는 무엇인가요?,"수학 장르에서 인기 있는 도서는 다 푼다 카카오프렌즈, 수학 탐정스, 수학탐정스, 분수가 뭐야?, (수학 유령의 미스터리) 드론 수학, 2주세요!, 마지막 수학전사, (개념연결) 초등수학사전, 가우스는 소수 대결로 마녀들을 물리쳤어:분수와 소수의 혼합계산, 견우와 직녀가 분수 때문에 싸웠대:분수 입니다."
무기화학 장르에서 인기 있는 도서는 무엇인가요?,"무기화학 장르에서 인기 있는 도서는 산소를 소개하는 책, 물은 답을 알고 있다, 세상의 모든 원소 118 , 탄소 문명:원소의 왕자, 역사를 움직인다 입니다."
암석학 장르에서 인기 있는 도서는 무엇인가요?,"암석학 장르에서 인기 있는 도서는 돌은 살아 있다! , 화석이 된 빅마마 :지구 속이 훤히 보이는 암석과 광물 이야기  입니다."
음악이론 및 기법 장르에서 인기 있는 도서는 무엇인가요?,"음악이론 및 기법 장르에서 인기 있는 도서는 우리가 음악을 사랑하는 이유, (김태동 교수와 함께하는) 재즈 레슨 10단계 :실전 재즈 즉흥연주 입문서 , (대단치 않지만 뿌듯한)내음악 만들기:오늘부터 시작하는 3일 작곡, 올 댓 재즈 :영화 속 재즈 명곡집 , (크리에이터 박터틀의)작곡독학 가이드북=Composition self-study, (홈레코딩을 넘어선) 홈레코딩, 클래식 노트:알고 싶은 클래식 듣고 싶은 클래식 입니다."
아시아 장르에서 인기 있는 도서는 무엇인가요?,"아시아 장르에서 인기 있는 도서는 궁금해요, 안중근:나라를 위해 순국한 위대한 독립운동가, 한국을 빛낸 역사 인물 123 , 초희의 글방 동무:선녀의 글재주를 지닌 천재 시인 허난설헌 이야기, 까막눈이 산석의 글공부:정약용이 가장 아꼈던 제자 황상 이야기, 김원봉과 의열단 독립운동, (초등학생이 꼭 읽어야 할 Wow) 5000년 한국여성 위인전, 타요랑 이순신, 이회영, 전 재산을 바쳐 독립군을 키우다, (who?)인물 중국사:제갈량·사마의, (설민석 쌤과 함께 부르는)한국을 빛낸 100명의 위인들 입니다."
서인도제도 장르에서 인기 있는 도서는 무엇인가요?,서인도제도 장르에서 인기 있는 도서는 아바나에서 태양을 보다 입니다.
언어 장르에서 인기 있는 도서는 무엇인가요?,언어 장르에서 인기 있는 도서는 수상한 언어의 세계:똥으로 말을 한다고? 입니다.
일본어 장르에서 인기 있는 도서는 무엇인가요?,"일본어 장르에서 인기 있는 도서는 (애매한 것을 속 시원하게 알려 주는) 알쏭달쏭 상담소 , (한눈에 보인다) 일본어 첫걸음:처음부터 끝까지 쉽고 친절한 일본어 입문서, (모든것이 새롭다) 독학 일본어 첫걸음 뉴뉴, (문형으로 익히는) 기초 일본어, (두권으로 끝내는 일본어뱅크)톡톡 도모다찌, 도쿄를 알면 일본어가 보인다:도쿄 한가운데서 건진 살아있는 일본어, 하나짱의 신나는 일본어 입니다."
유럽지리 장르에서 인기 있는 도서는 무엇인가요?,"유럽지리 장르에서 인기 있는 도서는 아 파리:내가 꿈꾸던 게으른 시간, 유럽 도시 기행, 올레, 스페인:호기심 많은 아이를 위한 문화 여행, 유럽은 오밀조밀 따닥따닥:유럽 지도 여행, 이탈리아를 만나면 세상은 이야기가 된다:밀라노에서 몰타까지 아내와 함께 떠난 21일간의 여행, 스페인 예술로 걷다:가우디와 돈키호테를 만나는 인문 여행, 유럽 도시 기행=Athenae Roma Istanbul Paris, 유럽이 나에게 들려준 이야기:아직도 그리고 여전히, 유럽은 사랑스럽고 그립다, 맥주 한잔, 유럽 여행, 서른 살에 스페인:갯강구씨의 에세이툰 입니다."
